ensembl_gene_id	gene_name	AM01_Y_N_R1	AM02_Y_N_R2	AM03_Y_N_R3	AM04_Y_N_R4	AM05_Y_N_R5	AM06_Y_G_R1	AM07_Y_G_R2	AM07_Y_G_R3	AM09_Y_G_R4	AM10_Y_G_R5	AM11_O_N_R1	AM12_O_N_R2	AM13_O_N_R3	AM14_O_N_R4	AM15_O_N_R5	AM16_O_G_R1	AM17_O_G_R2	AM17_O_G_R3	AM19_O_G_R4	AM20_O_G_R5
ENSMUSG00000007656	Arpp19	-0.181097503	-0.432931098	-0.982296044	-0.535465273	-0.996476901	1.49141561	-0.800459158	-0.439523236	-1.88636717	1.672582541	1.555266023	0.508561963	1.3074883	-0.630025962	0.240865442	0.650941223	-0.501207154	-0.745105567	-0.281036938	0.984870902
ENSMUSG00000009907	Vps4b	0.068186613	-0.257206897	-0.090124215	-1.379636594	-1.163489574	-0.029756074	0.724700454	1.33148712	-0.452188407	1.305872747	0.943299941	0.194832	0.994354511	1.050461779	-0.325025074	-1.504071525	0.487307985	-0.445705541	0.785837756	-2.239137006
ENSMUSG00000011114	Tbrg1	-0.984549613	-1.787724207	-0.827329082	-0.838637286	-0.176838271	-0.56906962	-0.815643699	-0.512674217	-1.562747247	-0.287597215	1.428400151	1.1075957	1.019418235	1.447637348	1.323917311	0.244448687	-0.233853522	0.670133306	0.642924484	0.712188757
ENSMUSG00000014402	Tsg101	-0.666694304	-1.248526677	0.445862508	1.187631363	-0.236017546	0.541764991	-1.619936211	1.004269706	-0.405281428	2.122868901	-0.13733758	-0.900398348	-1.536127043	0.060810346	1.204000174	-0.008201559	-0.428581043	0.632454477	0.862121131	-0.874681859
ENSMUSG00000014668	Chfr	-1.337105009	-0.852738766	0.898135382	0.86593427	0.11721127	-0.520307449	2.413155429	0.855616348	0.711587512	1.005060646	-0.315603002	0.00585633	-0.473305559	0.168864572	0.523251697	-0.79767286	0.582762552	-1.176997882	-1.409664175	-1.264041306
ENSMUSG00000014859	E2f4	-1.413367543	0.3178285	-0.585496246	1.027763285	-0.647980443	2.01588317	2.244487108	0.073439109	0.685347812	-0.934449391	-0.820465582	0.610870732	-0.654021698	0.515963246	-0.705427889	0.121986079	0.076964346	-1.459852802	-0.492130001	0.022658209
ENSMUSG00000015149	Sirt2	-1.215755114	-1.068729443	0.252295223	-0.777471633	-0.252512466	-0.690936784	-1.588306226	-0.085820442	-0.540396171	1.322817679	1.1031595	0.834732559	1.44306723	0.937418033	1.013005273	-1.303756342	-0.82866449	1.507960381	0.101377821	-0.163484588
ENSMUSG00000015971	Actr8	-1.011553504	-1.391617711	-0.245173024	0.696044198	-1.113700826	-1.196570395	0.327420931	1.746770656	0.023828103	0.614686859	0.05320549	-0.891040691	1.476462248	1.780639417	0.990513818	-0.020560932	0.086780759	-1.080047555	0.136301241	-0.982389083
ENSMUSG00000016477	E2f3	-0.047157439	1.311029511	-0.639255747	-0.753497404	-1.720506007	0.208712053	-0.757689811	-1.093427852	-0.959498437	-0.570709183	1.296539261	0.240743073	1.115892256	0.089681407	0.922982095	2.056993638	0.462513719	-0.582111719	-1.152535467	0.571302052
ENSMUSG00000016526	Dyrk3	-1.707552006	-2.30720844	0.498452911	-0.24568513	-0.237514417	0.751963307	-0.24151161	-0.057327834	-0.800647291	0.034664316	-0.813323801	-0.040489504	0.120821575	1.308900016	2.130854928	0.491393389	0.226652577	-0.725488447	0.613002805	1.000042655
ENSMUSG00000017421	Zfp207	-1.914515862	-1.877962587	-1.251345349	-0.267280516	-0.729793935	-0.987166512	0.676170681	0.823494489	1.045712666	0.715869183	-0.117284644	-0.652763886	0.349774407	0.683087415	1.191676211	-0.143024935	1.127161196	1.160995651	-0.556876315	0.724072642
ENSMUSG00000017639	Rab11fip4	-0.953967611	-1.006348454	-0.453857259	-1.077475548	-2.50056536	0.061694076	1.905969274	0.283440552	-0.660120535	0.725303971	0.72903934	0.460506978	0.183338177	1.298439349	0.599904853	1.136329216	-0.384383107	0.10759982	0.220755249	-0.675602982
ENSMUSG00000018821	Avpi1	-0.183940693	0.172706575	-0.307415746	0.141664581	-2.706548387	0.282260977	0.285624541	-0.049136758	-1.235078211	0.132207426	1.367190137	0.571395274	1.081478279	-0.431442843	0.345856079	-0.057112971	-1.38575464	-0.724768888	1.456876831	1.243938438
ENSMUSG00000019794	Katna1	-0.414129887	-1.300022343	-0.807244811	-2.095313058	0.237702507	0.179610124	-0.133247372	1.201655028	0.049277716	2.342446983	0.447395518	-0.911923519	1.245589661	-0.757718233	0.409751023	-0.058357378	-0.194091718	-0.103409211	-0.523465982	1.185494953
ENSMUSG00000020074	Ccar1	0.301826965	-0.549411811	-0.01232273	1.331041589	0.527528982	-0.425325205	1.464693558	1.155502376	0.405774032	0.989352755	-1.311347536	-2.710023919	-0.365295628	-0.638893242	-0.965497202	0.589176136	-0.371338823	0.604515691	-0.436427946	0.416471958
ENSMUSG00000020232	Hmg20b	-1.026469216	0.356612919	-0.65940066	-0.876944524	-0.936833569	1.407018991	-0.66105445	-2.418862593	0.807591298	0.269047372	0.374368913	-0.542679443	2.154202428	0.164754125	0.710073331	-0.6634643	0.287379919	0.598096204	0.181840157	0.474723099
ENSMUSG00000020271	Fbxw11	-1.013502553	-1.176871831	-0.195969117	-0.87512387	-1.804827034	-0.056376238	0.034452981	0.171116647	0.205503881	0.861898415	0.843169324	1.677276331	0.348449018	1.555043819	-0.034610124	1.019471827	-2.030982781	-0.361659573	0.419859501	0.413681377
ENSMUSG00000020326	Ccng1	0.188344017	-1.860551727	-0.040291922	-0.362043445	0.731281392	1.371897311	1.293844828	0.24867504	-1.127156814	2.344256113	-1.429182143	-1.015185768	0.58331949	-0.677414231	0.239301249	-0.09166645	-0.475869579	-0.244569978	-0.134288501	0.457301118
ENSMUSG00000020415	Pttg1	-1.392615599	-0.329747385	0.054616469	0.67702836	1.078208515	1.248796033	-1.253822005	0.967968012	-1.153975343	0.821138472	1.265615458	-0.412226186	1.606038366	0.638068307	-0.338681988	-0.394124439	-0.293102584	-1.868867028	-0.794259175	-0.126056257
ENSMUSG00000020516	Rps6kb1	0.222616922	0.017366543	-1.280563079	-0.283856434	-2.283222251	-0.421274368	1.493614386	-0.038578413	0.620967229	-0.78968772	0.514426168	-0.690588338	0.160459768	-0.910223972	-1.151514885	1.667047772	0.681491306	0.540591584	0.594100457	1.336827328
ENSMUSG00000021256	Vash1	-0.613365487	-0.63538718	1.155211107	-1.065388023	-2.764502014	-1.195187742	1.401517042	0.398921973	0.258267175	1.090982418	0.680041588	0.051425024	-0.014487766	0.682763332	-0.196811681	1.26440067	-0.086424012	-0.708397309	0.445762068	-0.149341183
ENSMUSG00000021395	Spin1	-1.765870272	-2.128506685	0.361738832	-0.461379006	-1.217257461	-0.673834211	0.910627383	1.443703071	-0.489597595	1.102196587	0.229352151	-0.538304701	1.35232045	0.480504932	0.20690252	0.713986508	0.569506263	-0.205295855	0.884224398	-0.775017307
ENSMUSG00000021483	Cdk20	0.597210768	-0.969730757	-0.826864661	0.114434102	-0.222257206	1.890491334	1.700172411	-1.103822711	0.911140512	-0.090599324	0.319316436	-0.091794419	0.303292871	-0.135882891	-0.139171253	-1.196073178	-0.045303897	-1.595949322	-1.131713501	1.713104684
ENSMUSG00000021635	Rad17	-0.493091066	-1.631727163	0.466472811	2.632567504	1.049094241	0.145720875	-0.693696485	-0.997450848	-0.164098165	0.28758337	-0.791918964	-0.887016279	0.027062485	-0.267325592	1.951174995	-0.526600006	0.226951032	0.443414866	-0.145525157	-0.631592451
ENSMUSG00000021671	Poc5	1.272936059	-0.859344973	0.087312402	-2.177278215	-1.530850635	0.611711224	-1.329379075	1.834892215	0.309075602	1.13503819	0.007595042	0.208789381	0.079365739	-0.37450895	1.229315809	-0.164928068	-0.152827863	-0.593546362	-0.281673673	0.688306153
ENSMUSG00000021918	Nek4	1.555613611	-0.546297631	0.089366088	0.459386969	0.956352247	0.372652926	1.843049386	-0.253488373	-2.18415865	0.451107786	-0.627625429	0.179761695	0.582853294	0.73296871	-0.143563171	-0.413379818	0.350129157	-1.957979525	-0.527811634	-0.918937637
ENSMUSG00000021948	Prkcd	0.544364499	-0.659836136	-1.440693903	-1.627582595	-1.109501217	1.499342271	1.777481623	-0.958592392	0.769873263	-0.198824438	-1.025137991	-0.787548559	0.863843901	-0.667702927	0.232370405	1.362984076	0.140839333	0.503925897	0.36943433	0.41096056
ENSMUSG00000022018	Rgcc	-1.351011835	0.662507155	0.203480485	1.355356203	1.647687138	-0.154452978	0.443279031	-0.071711592	-0.166180373	-0.681616775	-1.0185005	-0.85790925	1.892006107	-1.195374551	-0.956517927	0.337376987	-0.708911577	1.522043912	-0.891566039	-0.009983623
ENSMUSG00000022089	Bin3	-0.298589318	-0.251965812	0.657376962	-1.356969795	-1.558941474	0.901745167	0.959296949	0.364725118	0.322617763	1.394280399	0.782905379	0.549581803	1.296114591	0.57023708	-1.893210575	0.875322133	-0.578188297	-1.096268492	-0.623174063	-1.01689552
ENSMUSG00000022178	Ajuba	-0.225830729	-0.437198611	-0.817831798	0.424808435	-1.691646002	0.122879167	0.172167963	-2.390023085	-0.801312927	0.428749082	1.4242187	0.439820247	0.151567483	1.352478294	0.656540516	0.42833226	1.729787651	-0.870144265	0.054807783	-0.152170164
ENSMUSG00000022750	Klhl22	-0.347317437	-2.288644964	-0.387527904	-0.05087628	-0.075817254	1.088350707	-0.872155758	-0.316983453	-0.555152105	0.269733909	-0.43348221	-1.188452864	2.721589574	0.358346599	0.487624884	0.024742256	-0.480231925	0.660983863	0.526532909	0.858737452
ENSMUSG00000023572	Ccndbp1	0.602196076	-0.370556817	1.899322842	-0.138401511	-0.91524464	0.199768062	-0.251972157	1.199346002	-1.298830466	2.257182052	0.638447749	-1.327084338	0.734557019	-0.933218691	-1.196739555	-0.009713974	-0.808864191	0.021919248	-0.140196824	-0.161915885
ENSMUSG00000024014	Pim1	-2.380458446	-1.48895191	-0.827459092	-1.145926065	-1.751618801	0.31193625	1.255640589	0.172351597	0.217907987	0.490960062	-0.361291659	0.275466554	0.70403044	0.287597849	0.747884021	0.610801432	1.074944864	0.75429352	0.70395094	0.347939867
ENSMUSG00000024068	Spast	-0.819198646	-2.008956612	-0.613864766	0.834515594	-0.466985338	-0.043704523	-0.193834177	0.887468071	0.454313879	2.528548487	-0.114208402	-0.326480542	-0.636104665	1.207543796	1.173368884	-0.003305299	0.103717963	-1.434105907	-0.200246685	-0.328481113
ENSMUSG00000024190	Dusp1	-1.910560781	-1.170113012	-0.92494588	-0.605293877	0.007093411	1.764166979	1.668428306	-0.947505904	-0.295650321	1.264665745	-0.912545156	0.365009434	0.772117312	0.946231446	0.885917117	0.125859585	0.044731194	-0.821011846	0.266026661	-0.522620415
ENSMUSG00000024277	Mapre2	0.202017081	-0.252379317	-0.269083523	-0.143545425	-1.072538484	1.5390664	1.894759408	0.038562347	0.623294205	1.135840288	0.248923548	-0.271721142	1.475823277	-0.414864327	-2.297498843	0.304495233	-0.859984065	-0.471400314	-0.38826234	-1.021504004
ENSMUSG00000024286	Ccny	-1.39933938	-1.76650811	-1.107272854	-0.807980384	-1.537798524	0.028024514	2.028224217	-0.060624251	-0.461161394	0.904104044	0.311729624	0.410346963	1.12847489	0.262392239	0.506054758	0.70922652	0.561521825	0.428727942	0.840254114	-0.978396754
ENSMUSG00000024817	Uhrf2	-0.878168616	-1.662251582	-0.50506533	1.149604215	1.20731507	0.291407533	0.786001074	0.269743228	1.230929864	0.132578321	-1.727900913	-0.456703713	0.324859264	0.700139837	0.962538358	-1.902826266	0.313998168	0.548382132	-1.126772445	0.342191801
ENSMUSG00000024944	Arl2	-1.601961446	-0.686824766	-0.932773938	-0.275622236	-0.767387741	0.865754082	0.909680484	-0.671095133	-1.267524221	-0.683275783	0.413861108	0.355706484	2.253638655	1.107470289	-0.837738852	0.547635185	-0.482031768	1.572443022	0.098243836	0.081802739
ENSMUSG00000025035	Arl3	-1.374701125	-0.955561617	-0.371979019	0.743950702	-0.829832677	2.407289275	0.758617626	-1.260393863	-0.179964629	1.181536495	-0.877277809	0.650279008	1.167787067	0.080423908	0.26961704	0.593385832	-1.289646613	-0.418185106	0.381449418	-0.676793914
ENSMUSG00000025269	Apex2	-0.944618312	0.083852274	-0.431142862	1.872626198	-0.816900836	-0.423273483	0.225763133	1.217542326	-0.331255137	0.66772677	1.079720704	0.506501073	0.910911417	-1.263712587	0.334448493	-2.391125171	-0.245020498	-1.062591324	0.287956377	0.722591445
ENSMUSG00000026027	Stradb	-0.719543423	0.220357729	-0.577911509	0.032243356	0.503437365	0.793654171	0.457158903	0.591792104	-0.052269759	0.103891871	-0.880619222	-0.242280015	1.509282895	-0.762230182	1.607669569	-1.9533758	-2.208964174	-0.08397479	0.455313987	1.206366925
ENSMUSG00000026088	Mitd1	-0.647338136	-2.211907904	-0.884255322	-0.048228875	-0.179623231	0.118216313	0.696205912	1.603906767	0.332263554	1.277121795	1.19392219	-0.171706905	0.607366017	1.018479155	0.012498548	-1.715214678	-0.419788697	0.440928638	-1.336738838	0.313893698
ENSMUSG00000026276	Sep2	0.957786655	-1.449723844	-1.528922987	-0.831440193	-0.029072652	1.728849933	0.454327278	0.448008165	0.288095913	2.10311929	0.809431999	-1.17153098	-1.006204729	-0.914243706	-0.403208366	0.390529961	-0.346994829	-0.373705336	0.109413057	0.76548537
ENSMUSG00000026360	Rgs2	-0.703249275	-0.79216224	-0.49606097	-0.771959821	-1.75956809	0.92981569	1.019777436	1.179551176	-0.004933425	1.883263808	0.095389192	0.523806951	0.731990589	0.372357423	-1.077509715	1.160188622	-0.126486075	-0.395527018	0.089241391	-1.857925649
ENSMUSG00000026426	Arl8a	-0.923769229	-1.598505234	-0.976254934	-1.903661219	-0.57352746	-0.671810994	0.031496058	0.406957068	-0.859343515	0.093765533	1.066257135	0.076943413	0.237789276	1.350795426	0.492427387	0.535250361	1.443214179	1.832416237	0.372807218	-0.433246707
ENSMUSG00000026749	Nek6	-0.040066536	-0.016311401	-0.133214726	-0.569387054	-1.402128563	0.793188852	1.368107323	-0.533074904	-0.436423523	-0.330005663	1.901361972	0.460516645	2.221351094	-0.353230894	-1.696240531	0.265644727	-0.725203438	0.57183522	-0.750321177	-0.596397424
ENSMUSG00000026965	Anapc2	-1.170413403	1.455957751	0.826415752	-0.520132906	-0.198490209	1.916431472	1.556245497	0.033705916	-0.941855538	0.232188754	-0.302848208	-1.407049801	0.529212044	-0.763156215	-1.220253505	-0.610623596	-1.238215019	0.465073413	0.596681014	0.761126789
ENSMUSG00000027363	Usp8	0.980689386	-0.656699102	0.915164334	0.07165608	-1.255625018	-0.262228088	0.779068543	1.612604741	-0.803205666	1.341242702	0.32100528	-0.048280384	-0.489473731	-0.494298809	-1.932747008	0.378167343	1.214168354	-0.009524945	0.204715373	-1.866399385
ENSMUSG00000027646	Src	0.110265538	-0.884012648	-1.590280474	-1.161035323	-1.725460901	-0.200933834	-0.192055309	-0.62663851	-0.0978193	-1.254879868	-0.66744471	1.085790192	0.636920692	0.840442236	1.423345211	0.690345666	0.327682033	0.611777383	1.303535986	1.370455939
ENSMUSG00000027937	Jtb	0.002780938	-0.755221152	-1.247459117	0.405630884	-0.669172622	0.095884506	1.352179183	-0.610284567	-2.606712799	-0.094529065	-0.876045344	-0.27269904	0.785182702	-0.466517555	0.358361603	0.970496843	0.042585632	1.495295819	0.846760279	1.243482872
ENSMUSG00000028059	Arhgef2	-1.279035755	-1.214614689	-1.252237314	-0.483585992	-0.665444764	-1.324115906	-0.13255904	1.525181183	0.907691066	0.147967475	0.225913957	-0.300631927	0.606942685	1.135398145	0.989773956	-1.552577295	1.594666824	0.207513022	-0.093976795	0.957731165
ENSMUSG00000028224	Nbn	0.973425694	-2.74801962	-0.767128322	-0.850234908	0.759778146	0.881036797	-0.577428821	0.133782601	-0.115009601	0.998081386	0.373378935	0.347148772	-0.035150361	1.12098763	0.454386671	-1.719698648	0.513655225	0.507426584	0.662496295	-0.912914456
ENSMUSG00000028447	Dctn3	-1.134892486	-0.383130016	0.151328055	-0.725961233	0.92893638	0.784168784	1.699654487	-0.471671257	-0.645640858	2.393526393	-0.533521381	-0.271522245	0.863310505	-0.134361338	0.733055982	-0.849825518	-1.829786066	-0.606777307	-0.285274429	0.318383548
ENSMUSG00000028969	Cdk5	-2.175636418	-0.791085296	-0.247420936	-1.293935849	-0.038114841	-0.305667845	0.214009802	-0.325489144	-1.279888955	0.197111018	1.405393959	0.016996352	0.773390839	2.37472496	-0.073218417	0.079072415	-0.476063208	0.232789137	0.924163151	0.788869278
ENSMUSG00000028999	Rint1	-0.716656864	0.06639008	-0.429888857	-0.817148425	1.83285592	1.096428018	0.089128287	-0.503105169	-1.033049823	-1.315160989	-1.60560119	-0.369537995	0.56062774	1.298518454	0.593799672	-1.006044241	0.811760402	1.21398403	1.057245743	-0.824544794
ENSMUSG00000029003	Mad2l2	-0.012227534	-0.464109717	-0.809541722	-0.141355728	1.177442639	0.989943171	0.617794757	0.226596882	-0.121165192	1.036330859	0.86654023	-1.334464421	1.259244853	1.170900501	-1.58444501	1.013364186	-0.65998789	-0.278963901	-1.879096773	-1.072800191
ENSMUSG00000029166	Mapre3	-0.455823882	-0.012760376	0.72425544	-0.030077226	-1.765905058	1.460882491	0.208314393	-1.334522534	-1.346907949	-0.567373156	0.264926653	-0.93033329	1.3813934	0.264896559	-0.276734573	-0.843819073	-0.333410697	1.231777767	1.864253664	0.496967444
ENSMUSG00000029385	Ccng2	-2.559601318	-2.100113765	-0.242292385	0.073948772	-0.209568697	0.882590054	1.226146307	0.234895049	-0.066945255	1.349944997	-0.592365975	-0.18632351	0.89453131	1.291849811	0.799122075	-0.044963511	-0.222060201	-0.063686449	0.000511129	-0.465618437
ENSMUSG00000029466	Anapc7	-0.548188344	-1.437150125	0.652381551	0.73051207	-1.186279087	-1.351511657	0.628881603	0.745642022	-1.234093214	-0.155538388	1.299049028	0.965308286	0.668944998	0.645166962	0.17113354	0.293347055	0.438507398	1.325629455	-1.9886222	-0.663120954
ENSMUSG00000029501	Ankle2	-1.018922768	-1.52558405	-0.471606988	0.844364851	0.895564729	-0.053800796	1.407841299	1.767969174	1.669172557	0.531296097	-1.201992944	-0.975226826	0.93812253	-0.557629347	-0.035090312	0.203754826	-0.922707193	0.029327188	-0.57073939	-0.954112636
ENSMUSG00000030105	Arl8b	-0.468517915	-1.993925748	-0.793516604	-0.645070749	-0.037334429	1.21407443	1.312977671	-0.290936583	-0.767013196	0.44293705	0.49307665	-0.104424579	2.111893147	-0.701219795	0.891946475	0.44230254	0.26986916	0.791669982	-0.614224982	-1.554562524
ENSMUSG00000030272	Camk1	-1.347188384	-1.368067054	-0.762974244	-0.595727116	-1.705085262	-0.618503215	-0.07038064	0.040094867	-1.349844612	0.292350618	1.517989349	1.105510225	1.404625734	1.2117244	0.155287578	0.922516151	-0.307210565	0.422440733	1.027712425	0.024729012
ENSMUSG00000030330	Ing4	-0.144310532	-0.936080222	-1.535751906	0.456961853	1.445171333	0.304469987	0.708341616	1.113836326	0.17791264	1.420486257	-1.626466546	-0.959354981	0.39946406	0.40820353	1.034125058	-1.826504241	0.006734307	0.630468614	-0.160176314	-0.91753084
ENSMUSG00000030602	Pak4	-0.6494836	-1.481533195	-0.623776807	0.145730615	-1.394555573	-0.530327193	2.265365014	0.598101399	0.879515454	1.825623912	-0.255997139	-0.060576164	-0.209976906	0.671209044	0.829074119	-0.448301028	0.507940529	-0.31636053	-1.510812685	-0.240859267
ENSMUSG00000030983	Bccip	-1.060607766	-0.446629568	-0.52829132	-0.125363663	1.092704931	1.81832992	1.249151739	-0.028368885	-1.000284496	2.756443877	-0.39054097	0.20225878	-0.389963333	-0.343995472	-0.357121681	-0.538375536	0.021093411	-0.668279085	-1.17696262	-0.085198263
ENSMUSG00000031095	Cul4b	-0.328484843	-1.760493852	0.072000949	1.118892123	-1.100051208	-1.31915655	0.509504645	1.01361858	-1.137567518	2.039138543	-0.012360528	0.360664007	-0.464758373	0.695079262	1.432507984	-0.933899343	-0.045999138	-0.419566311	0.801895387	-0.520963816
ENSMUSG00000031176	Dynlt3	-1.225116382	-1.33530778	-0.468916543	-0.948474842	-1.749765129	-0.135526409	-0.599698037	0.07272519	-1.704210237	0.331850288	0.747424487	0.900048512	1.034721006	1.415068061	0.976593322	0.689875983	0.067491242	-0.171394174	0.948231078	1.154380363
ENSMUSG00000031201	Brcc3	-1.732699053	-1.351181004	-0.648731579	1.10104079	-1.369829578	-0.193637539	-0.872702242	0.327658323	-0.666876361	0.66147645	0.24992537	1.688477362	0.552508063	0.9953555	1.437898459	0.577143842	-0.575398831	-0.789867216	1.05405337	-0.444614127
ENSMUSG00000031242	2610002M06Rik	0.029452667	-0.092163657	0.436073772	-1.902794914	-1.610180995	0.063462563	1.806503973	0.249528977	-1.432542991	0.998778223	0.129196631	1.09886734	0.553558022	0.391750405	0.600267171	-0.697639202	-0.588060502	-0.067903943	1.30641237	-1.272565909
ENSMUSG00000031347	Cetn2	-1.151871803	-1.021544599	-0.643366655	-0.841608916	-0.913076485	-0.224807488	-0.462530607	0.360729452	-1.50346982	1.564743467	0.735538222	1.514787502	-0.134010348	-0.252162027	2.3065155	-0.249477386	-0.617304777	0.262649066	0.718878106	0.551389595
ENSMUSG00000031371	Haus7	-0.182652869	-0.743234265	-0.999552744	-1.01932068	-1.799823573	-0.663085088	-0.633499879	-0.481467057	-0.947671766	0.212979685	0.639563917	0.68753318	0.685332913	2.232960931	1.446233218	0.288296591	0.401310308	0.069453547	1.432166597	-0.625522967
ENSMUSG00000031660	Brd7	0.028832437	-1.832107859	-0.975071043	-1.063474404	0.077971585	2.265827782	0.641926858	-0.490917961	0.495269455	1.151710362	0.070550708	0.431787251	-1.217506575	-1.574415158	0.324136085	1.124164032	0.297456924	0.692042961	-0.282331207	-0.165852232
ENSMUSG00000031787	Katnb1	0.303050709	0.155291919	0.522226348	1.02839587	-1.085190777	-0.746793072	1.404758692	0.263703799	-0.435716676	1.237809454	0.158017044	0.99287608	-1.997773104	0.223383497	-0.558080251	1.805506238	-1.304171338	-1.113837338	-0.177016511	-0.676440583
ENSMUSG00000031820	Babam1	-1.008211031	-1.978802773	-0.162764185	0.341487665	0.326383538	0.529308804	0.400260245	-0.25689083	0.537892509	1.004101702	1.5108688	-0.44910959	1.409702577	1.437565382	-0.765897228	0.886303021	-1.418615907	-0.925675945	-0.370344196	-1.047562558
ENSMUSG00000031913	Vps4a	-0.326857416	-0.950803545	-0.630089338	-0.674804618	-0.637849183	0.267176846	-0.863577029	-0.157074088	1.083701616	1.989658851	-0.162268842	-0.113063374	-1.204717389	1.031885428	0.656889252	-1.778889881	-0.679645811	1.750871968	0.919989192	0.47946736
ENSMUSG00000031921	Terf2	-0.923505204	0.575769434	-0.178132988	0.435569215	1.152994291	1.23040965	-0.3623061	-0.001312008	-0.022166245	0.495034832	-0.767139855	-0.881296907	1.099914926	-0.979763151	-1.175100839	-1.60612327	-1.4186005	0.426484053	0.959012177	1.940258488
ENSMUSG00000032171	Pin1	1.458741157	-1.379077217	-1.52709872	0.240370109	0.055235677	0.42722062	1.219619781	0.358170528	-1.724049684	1.088538522	0.590590097	-0.33053019	0.434461454	0.339024332	0.113309351	1.094247023	-1.872889247	0.033351674	-0.998570558	0.379335292
ENSMUSG00000032376	Usp3	-0.691298162	-0.795157929	-1.799887455	0.569555828	1.319795197	1.376152154	1.186315367	-0.493299392	1.559208483	0.638925426	-1.543682233	-1.213441133	0.913898688	0.329670282	-0.814963859	-0.695894261	0.184317723	0.326360446	-0.333791847	-0.022783325
