ensembl_gene_id	gene_name	AM01_Y_N_R1	AM02_Y_N_R2	AM03_Y_N_R3	AM04_Y_N_R4	AM05_Y_N_R5	AM06_Y_G_R1	AM07_Y_G_R2	AM07_Y_G_R3	AM09_Y_G_R4	AM10_Y_G_R5	AM11_O_N_R1	AM12_O_N_R2	AM13_O_N_R3	AM14_O_N_R4	AM15_O_N_R5	AM16_O_G_R1	AM17_O_G_R2	AM17_O_G_R3	AM19_O_G_R4	AM20_O_G_R5
ENSMUSG00000021904	Sema3g	-0.560338324	-0.353747096	-0.581486427	-0.581462314	-0.860318529	-1.260326913	-1.564543766	-0.840473487	-0.750786047	-0.824588374	1.077435339	0.834273728	0.986223257	1.75329813	1.10057745	0.80710467	-0.970735268	0.808605423	1.214176031	0.567112519
ENSMUSG00000021990	Spata13	-0.166793276	-1.061007279	-0.672967095	-0.97917038	-1.423458205	-0.97893737	-0.700993523	-0.139653007	-0.569586659	-1.173345228	0.209064774	1.331773009	0.450273829	0.814965461	1.720325547	1.558335761	1.754933453	-0.010006615	0.224821556	-0.188574755
ENSMUSG00000022371	Col14a1	-0.067013829	-0.595167757	-1.381796492	-0.370857402	-0.678296332	-1.845245308	-0.8923486	-1.555798459	-0.911450539	-0.276120214	0.613561842	1.344754557	0.57082746	1.001905691	0.58411728	1.477237245	0.841475554	1.171687276	0.578423365	0.390104662
ENSMUSG00000022498	Txndc11	0.111588504	0.047956018	-1.116978956	-1.431841603	-0.795359702	-0.93473463	-1.109285635	-0.352651412	-0.454868951	-0.28971674	-0.680233308	-0.662148454	-0.660712832	0.424508587	1.59853215	0.94575292	1.842149619	1.0252946	1.156694466	1.33605536
ENSMUSG00000022636	Alcam	-0.274396684	-0.230470153	-1.043680461	-0.861433541	-1.08115839	-0.180924958	-0.816078266	-2.152984734	-0.900586331	-0.460407511	0.769790519	0.673183919	0.451806004	0.150959889	0.191555744	1.535996755	1.632085895	1.214801989	1.303864611	0.078075703
ENSMUSG00000022799	Arhgap31	0.583691162	0.027983883	-0.247953072	-1.097901685	-0.622989236	-1.558929242	-1.812273049	-1.193562713	0.122209843	-1.003321619	0.545433431	0.191551087	-0.006531979	-0.124960168	0.727246512	-0.000634959	1.188466435	0.974121536	1.909185569	1.399168264
ENSMUSG00000022983	Scaf4	1.465922912	2.130118195	0.020808007	0.816524213	0.825232202	-1.61127178	-0.91787828	-1.2565282	-0.137012126	-1.568330777	0.028951505	-0.207746682	-0.64905079	-0.419565222	0.103017982	-0.791560258	0.871388055	0.040333562	0.062410816	1.194236667
ENSMUSG00000023019	Gpd1	-0.170770646	-0.041928771	-1.094874651	-0.834069031	-0.639848566	-1.140226567	-0.379189858	-0.124816294	-1.771612802	-1.532840912	1.092662427	1.206380147	0.913085359	0.909539189	0.926019909	1.770836136	1.146490285	-0.092761239	-0.27203007	0.129955953
ENSMUSG00000023092	Fhl1	-0.36917668	-0.718859207	0.006912599	0.14339053	-1.156878886	-1.87273638	-0.990226895	-1.433672079	-0.727340525	-1.080459659	0.677159397	1.376787036	-0.194020916	1.023750826	0.308141343	0.941012268	0.695970705	1.312486532	1.073669422	0.984090571
ENSMUSG00000023868	Pde10a	-0.602560536	-1.153157154	-1.112673381	0.253988402	-0.913448157	-0.807333722	-1.094647608	-1.604908656	0.218347982	-1.257042646	0.678670909	1.29287875	-0.270005868	0.576381516	1.012675717	0.846870609	1.050634665	0.601401424	0.524317366	1.759610387
ENSMUSG00000024238	Zeb1	0.357353216	0.608891002	0.384383214	0.219720172	0.538571436	-2.556442642	-1.92912313	0.098938939	-0.870650335	-1.045289151	1.135918578	1.620930259	0.032531071	0.854668224	0.439453143	0.053870752	0.420461337	0.050385188	-0.83481026	0.420238989
ENSMUSG00000024401	Tnf	0.100665881	-0.079909493	-0.111778434	-0.945904484	-0.364004087	-1.575841316	-1.4621205	-0.746907212	-0.550805382	-1.385324413	1.616798691	1.226316356	1.988301356	0.69738023	0.989913817	-0.610568998	0.140930551	0.038915229	0.321894104	0.712048104
ENSMUSG00000024462	Gabbr1	0.517220609	0.931858014	-0.845782015	-0.601228381	-0.465939014	-1.214126712	-1.401356933	-0.814664966	-0.430704605	-1.717909765	0.315727393	0.318984763	-1.141478425	0.299694739	1.017820645	0.416103967	0.723424811	0.968987339	1.254621255	1.868747279
ENSMUSG00000024501	Dpysl3	0.030324342	-0.896554713	-0.024279231	0.100120493	-2.028612366	-1.053778923	-0.826213476	-0.654839848	-0.807712674	-1.771010201	1.356671377	0.555860105	-0.079948955	1.021602878	0.572551793	1.252302464	0.793625268	0.49183619	1.262032637	0.70602284
ENSMUSG00000024743	Syt7	-1.015760277	-0.5822727	-1.123710244	-0.680232198	-1.638360863	-0.490991674	-0.795957581	-1.037356191	-0.364106118	-1.197206462	0.591084099	0.874258015	0.630927692	0.782492876	0.47685902	0.263541567	1.118951155	1.045903971	1.579584392	1.56235152
ENSMUSG00000025337	Sbds	-0.301704343	-0.967893148	-0.869872123	0.114614633	0.016231845	-1.73228999	-1.405146033	-0.171495368	-2.014075065	-0.488647716	1.561606289	0.65786227	1.202511732	0.437158644	0.364187294	0.804939471	0.203471696	1.281604274	0.459714662	0.847220975
ENSMUSG00000025372	Baiap2	-0.305435952	-0.778748834	-0.617871683	-0.969655182	-0.906962187	-0.376554914	-0.641398259	-2.099693152	-0.888103262	-1.12599333	0.412924177	0.57956576	1.030390242	0.803055938	1.16655612	0.545217572	0.786028877	0.719900278	1.869171628	0.797606163
ENSMUSG00000025408	Ddit3	0.367280322	0.675652374	-0.5294018	0.457129085	0.18647437	-1.97358118	-1.069434617	-0.915689668	-0.913429252	-1.539191972	1.354071462	1.194008081	0.281637911	0.903138216	1.0787242	-0.326896021	0.484431135	0.380784249	-1.271582819	1.175875927
ENSMUSG00000025510	Cd151	-0.804145585	-1.186968894	-0.374918523	0.059575315	-0.461973729	-1.17360519	-1.39101679	-1.352877347	-0.9083488	-0.448736238	1.153590478	0.155905049	1.085705926	0.666923291	0.806232641	-0.154003096	0.07706881	1.391353131	2.035623057	0.824616493
ENSMUSG00000025931	Paqr8	0.713726811	-0.892191407	-0.24444587	-0.165811395	-1.451991928	-0.873396418	-1.464063967	-1.174641156	-0.931034042	-1.237121245	0.40079958	1.332822519	1.214268423	0.00775468	0.690201661	1.688156074	0.285317105	0.391730766	0.41844194	1.29147787
ENSMUSG00000026113	Inpp4a	-1.129608866	-1.262313573	-0.557485309	-1.75600261	-0.104402103	-0.848554975	0.024477837	1.319555718	0.295329158	-0.491227206	-0.717026141	-0.127005168	-0.821521293	-0.266209055	0.475574553	0.258231155	1.467643911	1.37208724	1.762418945	1.106037782
ENSMUSG00000026180	Cxcr2	-1.008105243	-0.679080293	-1.406221029	-0.409550221	0.983261858	0.173196493	-1.19590542	-1.971908115	-0.581675587	-1.233763649	0.54799471	0.761627865	1.701565193	1.26564278	0.735907347	0.346914906	0.286819721	0.765237298	0.268312699	0.649728687
ENSMUSG00000026246	Alppl2	-0.857399098	-0.673134198	-0.671090638	-0.48683808	-0.781104192	-1.596467824	-1.763461762	-0.635563117	-0.920082065	-0.835451696	0.754035565	0.954329276	0.799057769	1.136599308	0.688629592	0.754663225	0.838061596	1.239276165	1.254124068	0.801816106
ENSMUSG00000026610	Esrrg	-0.940648808	-1.400868248	-1.171749784	-0.714688966	-0.786190215	-1.374528671	-0.993945561	-0.736615279	-0.560024399	-0.76223333	0.922919514	0.809717854	0.520475441	1.03736455	0.999501166	0.663986529	1.075447115	1.143150759	1.182748448	1.086181885
ENSMUSG00000026723	Trdmt1	-0.680881895	-0.659809462	-0.174030653	-0.896343449	-1.452496216	-1.560244273	-1.334722339	-0.45717426	-0.994495548	-0.492067971	0.968683134	1.055449218	-0.031093678	1.155776493	1.150283501	1.122317843	1.13652037	0.918685089	1.179815474	0.045828622
ENSMUSG00000026739	Bmi1	-0.183535565	-1.661713874	-0.304961463	-0.921756705	-1.314102921	-0.803646947	-1.433583366	0.120596567	-1.29051191	0.762428384	0.14775827	0.029855682	-0.187979314	1.043019114	0.190539602	1.150672643	1.130582777	0.983166642	1.813918314	0.729254072
ENSMUSG00000026782	Abi2	0.071371059	-1.200479714	-0.417302349	-1.308014933	-0.67870695	-0.030061455	-0.536220807	-2.028796462	-0.561104843	-1.361181642	0.071470271	1.067047193	0.342348216	1.141203977	1.258705492	0.980349344	1.096680872	0.831823484	-0.016773145	1.277642395
ENSMUSG00000026819	Slc25a25	0.431636427	0.716435607	0.050011489	0.012537005	-0.296375858	-2.749568828	-1.074847138	0.017385596	-1.542212771	-1.117065091	1.646492307	1.029618943	1.02449155	0.124377625	0.31819055	0.06726523	-0.132096874	0.307710838	0.841973117	0.324040276
ENSMUSG00000026826	Nr4a2	-0.170368779	0.159903293	-0.055596237	-1.134943792	-1.224729271	-2.104346102	-1.378737831	0.27054083	-0.92716306	-1.313261971	0.721029496	1.151316782	0.360975041	0.602807138	0.246901266	1.032939592	0.966070738	0.778649747	1.258796233	0.759216888
ENSMUSG00000026834	Acvr1c	0.139937223	-1.027743586	-1.12666858	-0.517522839	-1.758653286	-0.559910962	-0.763272631	-0.413011345	-1.205275403	-0.808340015	0.788994175	1.058094859	-0.598928636	0.735354995	0.650108852	1.822812808	0.541638918	0.741590578	1.499923039	0.800871835
ENSMUSG00000026932	Nacc2	-0.561378753	-1.288841537	-1.038463796	-0.682080604	0.77985577	0.104504643	-0.685399322	-0.51254193	-0.415872095	-1.331734168	-0.57734222	-0.312109782	-0.25777671	-0.05561982	0.270058443	-0.075795014	1.718741494	1.239478772	1.433111781	2.24920485
ENSMUSG00000027030	Stk39	0.019311199	-0.965813594	-0.67406577	-1.682247561	-1.267008125	-1.087996759	-1.300092832	-0.178636884	-1.181176392	-0.121428929	1.027779425	0.920194652	0.134558107	1.060888687	1.25427959	0.782796347	0.278363538	0.760640119	0.605235227	1.614419954
ENSMUSG00000027215	Cd82	-0.255002616	-0.06349711	-0.281250393	-0.783446546	-0.834654352	-1.108584551	-1.043157806	0.005202149	-1.943076954	-0.665453418	1.561279993	1.907720323	1.676709105	0.663165445	0.850674656	0.496861642	-0.284028745	-0.123717063	0.653462553	-0.429206313
ENSMUSG00000027309	4930402H24Rik	-0.787560314	-0.58121142	-0.894621109	-0.693204588	-0.776649479	-1.991798505	-1.023180861	0.486109738	-0.413578426	-0.514915377	-0.070249538	-0.033305318	0.171255615	0.386120059	1.159987253	0.742382852	1.327213465	2.058159601	1.543877115	-0.094830763
ENSMUSG00000027803	Wwtr1	-0.642800972	-0.768523561	-0.022511475	-1.067953674	-1.258340442	-1.960645686	-1.263275124	-0.063099113	-0.821120082	-0.121078724	0.770240692	1.100254112	0.858971667	1.408303148	1.414861046	-0.377409395	1.250758979	0.671860944	0.277805893	0.613701768
ENSMUSG00000028060	Khdc4	-0.996458422	0.097650854	-0.488658492	0.655753357	-0.634583271	-1.810097656	-0.755734585	-0.918589606	-0.534779341	-1.422246461	0.284128822	-0.638460369	0.566231605	1.175256887	1.501689578	-0.173999271	1.182103418	1.778429366	0.213327697	0.91903589
ENSMUSG00000028369	Svep1	0.105951239	-0.554648096	-0.050568163	-0.580694451	-1.934659372	-2.15949981	-0.813381486	-0.398176756	-0.847510811	-0.262935726	1.061671663	1.243530946	-0.241344178	0.871452353	-0.062417078	0.945193521	0.473526918	1.473996839	0.715629249	1.014883197
ENSMUSG00000028556	Dock7	-0.220890882	-0.407897158	0.250630495	-0.855355527	-2.333559157	-1.970559705	-0.382637594	-0.560117392	-0.189037356	-0.806690539	-0.005006925	0.438033241	0.217245119	1.188557124	0.610348477	0.534242963	1.10986737	0.905354991	1.444935349	1.032537104
ENSMUSG00000028680	Plk3	0.772961205	1.214692165	0.286212387	-0.219424755	0.316935171	-1.966048842	-1.89716709	-0.110318965	-0.585219461	-2.253225835	0.832581132	0.919190049	0.219023625	0.239969011	0.101668535	-0.285800237	0.456494381	0.404323626	0.283329126	1.269824774
ENSMUSG00000029053	Prkcz	-0.475798219	-0.479050974	-0.829112469	-0.7688842	0.148464077	-0.489951993	-1.120113408	-1.134527646	-0.184153849	-1.438094662	-0.950045926	-0.597274145	0.619108534	0.631442335	0.253913256	1.034123397	1.849202352	1.44059531	1.787783254	0.702374976
ENSMUSG00000029071	Dvl1	-0.851794229	0.539193536	-0.576847702	-0.69484438	0.378151409	-0.658328565	-0.074760177	-1.350844439	-0.564749138	-2.272407134	-0.770571943	0.091171838	-0.196654282	0.606824114	0.762718526	0.172149009	1.386881113	1.221411619	1.133146271	1.720154556
ENSMUSG00000030142	Clec4e	-0.246532854	0.45100139	0.242453597	-0.440462913	0.036911082	-1.409613587	-2.261662209	-0.319517	-0.851741797	-1.34641348	0.654325132	0.574414453	1.184861843	-0.063229435	1.572463346	-0.803866914	1.372896495	0.358884317	1.196226434	0.098602101
ENSMUSG00000030255	Sspn	0.172806471	-0.263643777	0.089285131	-1.030408329	-1.256873459	-1.87070812	-1.008045673	-0.684781797	-0.314558023	-1.713628389	1.142902745	1.157867215	-0.006106624	1.441144842	0.55977855	0.295769897	1.100137381	1.064992645	0.306929294	0.817140018
ENSMUSG00000030522	Mtmr10	-0.828734649	-1.221182294	-0.191583224	-0.296769743	-0.970366954	-1.968928709	-1.356469256	-0.226754337	-0.214324034	-0.794320756	1.127444618	0.845878799	-0.092478257	1.204188945	1.239657074	0.83429802	1.396387677	1.097751534	0.650225637	-0.233920089
ENSMUSG00000030533	Unc45a	-0.198097057	1.371781802	0.172420095	1.498475802	0.895692565	-1.790249309	-1.627469598	0.214013733	-0.223495228	-2.141319794	0.15914628	0.058310762	-0.539256261	-0.466844249	-0.391659239	-0.112936091	0.873341812	1.206889261	0.551147438	0.490107276
ENSMUSG00000030545	Pex11a	0.276855307	0.146385024	-0.905921101	-0.987252084	0.219333375	-0.282232364	-1.286294629	-0.973594436	-1.515384753	-1.052704598	1.860664199	1.024865199	1.761104142	1.006875803	-0.431053958	1.14551882	0.445189339	-0.744184576	-0.014502886	0.306334177
ENSMUSG00000030729	Pgm2l1	-1.314729625	-0.940036706	-1.218346731	-0.350870461	0.100070151	-1.005842724	-0.55153095	-0.677972049	-0.141263225	-1.435614463	-0.707607584	0.207541983	1.156551314	0.771782337	1.323459691	-0.299066582	1.149334676	1.448116184	1.452332914	1.03369185
ENSMUSG00000030798	Cd37	-0.343228547	0.406609706	-0.565720502	-0.823119736	-1.104345641	-1.796852894	-1.637895128	-1.224035019	-0.401763049	-0.774817848	1.131285888	0.317142547	1.050666019	1.314080234	0.311306552	0.500203261	0.569953065	1.196942826	1.295559793	0.578028472
ENSMUSG00000030960	Eef1akmt2	-0.659690998	-1.14919024	-1.011129905	-1.03890437	-0.467901927	-0.181200844	-0.316710201	0.098638399	-2.246654187	-1.260155008	0.805627511	0.925617603	-0.0293741	0.738911738	1.221349953	1.22508411	1.059148078	0.815145935	0.395632661	1.075755791
ENSMUSG00000031065	Cdk16	-1.656991509	0.554738119	-0.789319179	-0.817855748	-0.686656864	-1.313923582	-0.197050821	-1.530709243	-0.27243136	-0.850196038	-0.228826426	0.51338979	-0.116484802	1.181637193	1.048342422	0.957308223	1.071729484	0.186102511	1.545830417	1.401367414
ENSMUSG00000031138	F9	-0.236753579	-1.509937361	-1.123365768	0.386989999	-1.841455649	-1.25920021	-0.24080059	-0.792759874	-0.983576343	0.104285842	0.56606797	1.428226276	-0.059528108	1.830912201	0.775312392	-0.01023012	0.871115442	0.51153016	0.691446404	0.891720916
ENSMUSG00000031214	Ophn1	1.627260971	0.975867305	0.555686081	0.45660266	-0.719624459	-2.131198015	-1.582798089	-0.526457171	-1.101037252	-0.846555474	-0.644328616	-0.016008332	0.365471679	-0.843604698	0.44040332	0.41095246	0.690028586	0.641668823	0.931687872	1.315982351
ENSMUSG00000031337	Mtm1	0.208388222	-0.223517474	-0.191971682	-1.373748368	-1.595679037	-0.452166382	-1.188411003	-0.616871861	-0.8584789	-1.360243382	1.617158325	0.942052197	0.133210618	0.268698454	-0.103490513	1.205818424	1.400756627	0.819827245	1.466527522	-0.097859032
ENSMUSG00000031357	Syap1	-0.470805202	-1.204003273	-1.27705033	-1.125992647	-0.50860206	-0.962186884	-1.395953505	0.25227522	-1.454895169	0.208850369	0.36720091	1.726185133	0.5877469	0.956777853	1.188381813	0.001822177	0.367910103	0.260321256	1.210611665	1.27140567
