ensembl_gene_id	gene_name	AM_1_1	AM_1_2	AM_1_7	AM_1_8	AM_2_10	AM_2_3	AM_2_4	AM_2_9	AM_3_5	AM_3_6	AM_1_5	AM_2_7	AM_3_3	AM_3_9	AM_1_6	AM_2_8	AM_3_10	AM_3_4	AM_1_3	AM_1_4	AM_2_5	AM_2_6	AM_3_1	AM_3_2	AM_3_7	AM_3_8
ENSMUSG00000020085	Aifm2	-1.640275404	-2.409217649	-0.003807142	-0.321892893	0.597619364	-0.675538073	-1.057242653	-0.318522399	-1.306100657	-0.922136284	0.047343384	-0.830428257	0.689508563	-0.168173406	-0.362316356	0.537260713	-0.297672615	0.697625492	1.051084283	0.355141157	0.535346671	1.952104383	1.145333501	0.469675043	1.480255469	0.755025765
ENSMUSG00000020121	Srgap1	0.246928165	-0.969917894	-0.832074099	-2.51746132	-1.152120623	-0.660301334	-0.300795502	-1.120689762	-0.243254537	-0.799047853	-0.409952321	-0.365163045	0.170770926	-0.832096204	0.258464858	0.813847111	1.443785957	1.051009235	1.812691173	0.553862165	1.53641321	1.345031316	-0.111221394	0.4022176	0.177326184	0.501747987
ENSMUSG00000020340	Cyfip2	-0.556467692	-0.756621227	-1.920280995	-1.332346669	-0.415571934	-0.745565728	-1.775676182	0.026909417	-1.243493454	-1.169561131	-0.510433819	-0.085348345	0.12765381	0.09948368	0.627024244	1.180820706	1.418939999	1.426386295	0.675948784	0.570595907	1.114470414	0.236655272	0.220836867	0.83408664	1.682884022	0.268671118
ENSMUSG00000020589	Fam49a	-0.206204846	-0.64349401	-0.828770181	-0.783659962	-0.470961318	-0.304737976	-0.474045933	-1.162968829	-1.248565066	-1.318031874	-1.072671167	-0.215145353	-0.136261657	-0.696560195	1.002969074	0.310475045	0.947180569	0.333130892	1.57568139	0.402169498	0.828437221	1.312408321	0.622705054	-0.714822917	0.062972723	2.878771495
ENSMUSG00000020604	Arsg	-1.201711119	-1.354835415	-0.705100059	-0.714509564	-0.342641513	-0.641859927	-1.086034121	-0.802856532	0.205242024	-1.354921026	0.139383089	-1.122712516	-0.001934058	-0.550145287	-0.267368219	1.39263107	0.430237723	1.219167818	1.319080756	1.332272029	1.71728282	1.05655091	-0.90473492	1.607390718	0.446387914	0.185737405
ENSMUSG00000020681	Ace	-0.982322503	-0.841806368	-0.898357075	-0.679992885	-0.929493797	-0.547984317	-1.096393227	-0.541518901	-1.040640056	-1.481006624	-1.157042233	-0.812035173	0.090284038	-0.540763325	0.728589213	-0.321987388	0.844665195	1.408558885	1.262715104	1.101811518	1.358471393	1.490663512	0.43094618	1.32032985	0.878039455	0.956269528
ENSMUSG00000020806	Rhbdf2	-1.606720108	-1.661787916	-0.290158973	-0.624871866	0.051595074	-0.285485348	-0.490555318	-0.084369276	-0.441357676	-1.656605737	-0.80675894	0.263949581	0.062769909	-0.542284335	0.26446341	-1.442252241	1.612724161	0.039575877	2.12102969	1.210840431	0.762477183	0.644836238	0.019921639	0.434548326	1.245914121	1.198562092
ENSMUSG00000021190	Lgmn	-0.464664989	-0.214758522	-2.126273415	-0.331005338	-0.926296612	1.013663403	-0.95047399	-0.669087349	-0.538078047	-1.666193305	0.179450016	-0.211501041	-0.987511663	-0.204343063	0.280687396	0.358235236	0.341760578	-1.136306004	0.693848124	0.24552074	0.446734367	0.769916832	1.851788882	0.94853443	1.65753045	1.638822887
ENSMUSG00000021275	Tecpr2	-0.078614561	-1.577468603	0.208275827	-1.486173402	0.314449744	-0.791562441	-1.124580014	-0.659729725	-1.108350144	-1.135401616	0.00215771	-0.791337894	0.056757803	-1.040439001	0.490834306	-0.214488099	1.53598801	0.994409986	2.263117034	0.894178763	0.674543678	1.070855348	-0.667708144	1.023405666	0.953918961	0.192960806
ENSMUSG00000021458	2010111I01Rik	-0.134591769	-0.278441668	-1.888613601	-0.140013968	-1.292031579	-0.892243257	-0.821635405	-0.082077283	-1.363940899	-0.929544224	-0.226274293	0.526232149	-1.34100783	0.196421813	0.147591848	2.445926765	1.185084446	0.913033913	0.566107188	-0.896695955	1.025488357	0.600909316	1.040300789	0.23950898	1.136875536	0.263630631
ENSMUSG00000021552	Gkap1	-0.67856323	-1.579832853	-0.42658419	-0.016270376	-0.20675694	-0.967814478	-0.418202158	-2.112783319	-1.592036411	0.250999025	-1.497606054	0.272040922	-0.412527711	0.345251706	0.559881666	2.078280991	0.785352513	1.040532964	0.288724008	0.0082695	-0.152009398	1.527100865	1.003796574	0.448621652	0.778488481	0.673646249
ENSMUSG00000021687	Scamp1	-1.114798082	-0.34306254	-1.01428029	-1.526231719	-0.998993124	0.035681334	-1.454996571	-0.765898178	-0.449356792	-1.83765745	-0.277890489	0.110577193	0.14211358	-0.958115282	0.312792939	0.438246856	-0.08951435	1.298748444	1.721475242	1.176996301	1.280545354	1.040542203	0.66990422	0.895879459	1.175512304	0.531779439
ENSMUSG00000021779	Thrb	-0.903418577	-1.149344497	-0.401788523	-2.15710174	-0.820462096	-0.356708753	-0.809318044	-0.593630293	-0.949427002	-0.567543818	-1.485984008	-0.445595854	-0.252802192	-0.270594085	0.822579619	1.344906475	0.924493335	0.670582226	0.316961575	0.548033354	0.933536203	1.489093371	1.010049003	0.84050864	1.80473373	0.45824195
ENSMUSG00000021948	Prkcd	-1.211326186	-1.747154144	-0.518713153	-1.081532673	0.176614367	-0.63866602	-0.239252794	-0.332130268	-0.967901053	-1.928785351	-0.79194902	0.326888133	0.251420154	-1.470153267	0.471690159	0.421670463	0.625156969	1.017235313	1.64299672	0.850146535	0.885081128	1.553933325	0.908495935	0.039472863	0.840314273	0.916447592
ENSMUSG00000022220	Adcy4	-1.424672001	-0.367408132	-0.911770538	-0.346500379	-2.401339991	0.255220941	-1.534697921	-0.643338583	-0.262044241	-0.699738897	-0.228906156	0.273511198	0.38615441	-0.122884543	0.49965165	0.399189169	0.75314577	1.304780513	0.366861286	-0.185248426	1.039168193	-0.877281138	0.470253227	0.586538417	1.371038243	2.300317927
ENSMUSG00000022235	Cmbl	-1.651138622	-0.900752129	-2.014444119	-0.512396443	-0.937289833	0.282332985	-0.812203111	-1.253360619	-0.335091084	-0.276023155	0.063890099	0.355006679	-0.316984162	-0.928831399	0.36903847	1.808135993	-0.493840998	0.260801941	1.55102584	0.189228677	1.831934981	0.286772868	0.789397938	0.663867264	1.145699432	0.835222507
ENSMUSG00000022265	Ank	-0.292825738	-0.02376367	-1.117630421	-0.246961183	-1.324378874	-0.050888242	-1.056865439	-0.89780314	-1.001690616	-0.069015853	-0.111065393	-1.118282761	-0.811808123	-2.14047313	-0.506080115	1.385569446	0.959820515	1.088666527	0.540024843	1.263520776	0.877745761	1.71760543	0.640403767	0.660651868	1.228362342	0.407161424
ENSMUSG00000022656	Nectin3	-1.173627915	0.192162567	-0.770006951	-0.73895481	-0.733812033	0.252230958	-1.009832864	-0.687105825	-0.685251152	-1.578348409	-1.282347161	-0.424840535	0.446063387	-0.668273135	-0.238990684	0.111596817	-0.278852053	0.345826911	0.912242017	0.60222529	2.481424628	-0.135406664	0.704578654	2.005340028	1.164878001	1.187080935
ENSMUSG00000023830	Igf2r	-1.387882416	-0.790010843	-0.619249161	-0.28926031	-1.348018225	-1.421676417	-0.568207028	-0.279468307	-0.906992265	-0.220954435	-0.36721844	-1.092944268	-0.910919417	0.32091287	1.509209942	0.062713206	0.965418027	1.08109826	0.353041018	0.19054837	1.177151194	1.778220422	-0.546523923	1.032246485	0.256803166	2.021962492
ENSMUSG00000023960	Enpp5	-0.383214397	-0.930077261	-1.557973221	-1.324467414	-1.429911674	0.574203603	-0.57007018	-1.041775011	-0.823518641	-0.746077601	-0.930591511	0.039244838	-1.060423966	-0.85041957	0.761346875	1.583696365	0.405874685	0.586844377	0.612188912	0.847090399	0.554647086	1.218293194	1.093659869	0.494836724	1.359287515	1.517306004
ENSMUSG00000023961	Enpp4	-0.727161386	-0.564481991	-1.741086293	-1.2353342	-2.138098515	0.212775655	-0.748531728	-0.976649728	-0.768735133	-0.81944418	-0.668585814	0.150570949	-0.552300374	-0.265561947	0.194006134	1.394744727	0.652420283	0.490609843	0.790380786	0.654481234	0.856307693	1.380552815	1.282887484	0.834149194	1.173229743	1.138854748
ENSMUSG00000023992	Trem2	-0.854657419	-0.304031458	-1.731102016	-1.186407335	-1.020660492	0.441480212	-0.610090815	-0.170678469	-0.789430091	-1.096401715	-0.459145873	-0.859148972	-1.008550032	-1.009250669	0.669332357	1.714207606	0.593679472	0.336419481	1.508676274	1.084517588	1.372413765	0.63942757	1.066745201	-0.482967723	1.207175104	0.948448446
ENSMUSG00000024381	Bin1	0.426556489	-1.207084591	-0.774422203	-1.853365712	-0.745045549	0.481936758	-0.230277766	-0.797414274	-0.851158597	-1.449968688	-0.094586699	-1.110223683	-0.778292355	-0.452508424	0.71312662	1.574845693	0.216159958	-0.241023833	1.449449919	1.211970832	0.827702026	0.867215531	0.061854701	0.011171871	0.628837877	2.114544099
ENSMUSG00000025006	Sorbs1	-0.848203928	-1.473906858	-0.141266293	-0.965685344	-0.537234927	-1.494185021	-0.424585654	-0.408710674	-0.640487588	-0.896358937	-0.865139841	-0.591107979	-0.148541011	-1.109349234	0.568736625	1.699744677	0.525787894	1.361458445	0.066562296	0.682778451	0.800344384	2.413904213	1.288926196	0.762735378	-0.06724026	0.441024991
ENSMUSG00000025044	Msr1	-0.553263908	-0.10036574	-1.53766135	-0.784040795	-1.960540874	0.158237478	-0.725612441	-0.437033324	-1.158952729	-0.502405121	-0.3303491	-0.330141664	-1.354230689	0.275121043	0.376008733	-0.198833148	0.983147436	0.437553366	1.194130169	0.24748298	1.532321253	-0.478220619	1.066068072	0.788965066	1.207248629	2.185367277
ENSMUSG00000025151	Maged1	-0.931373912	0.570450646	-1.6035564	-1.945707271	-1.051636748	0.499883414	-0.078129599	-0.750290784	-0.982210409	-1.049985955	-0.397092117	-0.145701774	-0.615743144	-1.085707919	0.326815903	1.193121375	0.124323947	0.497024625	0.256792002	1.681029221	0.384615491	1.784956127	1.223816859	0.673763339	1.319280038	0.101263048
ENSMUSG00000025171	Ubtd1	-1.095065747	-1.150073595	-0.583813326	-0.374399293	-0.940685742	0.174245856	-2.148713042	-0.885905516	-0.455077072	-0.011853669	-0.281570253	0.928738415	-1.33018365	-0.576908851	0.008485218	0.487393864	0.812952979	0.162523763	0.827188628	1.183722823	-0.213212331	0.185222855	2.457007166	0.913465543	0.383181095	1.523333885
ENSMUSG00000025351	Cd63	-1.476448725	-0.971199766	-1.281451843	-0.152332382	-1.272418717	0.266333979	-0.968878277	-0.973716158	-0.890666483	-0.881107299	-0.126881151	-0.721060441	-0.963543169	-0.782502312	0.922763554	1.880770161	0.487491102	1.215262773	0.400445331	0.236582978	0.800783873	1.383468225	1.071326428	0.794968562	1.407035336	0.594974419
ENSMUSG00000025372	Baiap2	-2.167266227	-0.856790792	-0.746398216	0.257488582	-1.104750656	-0.615088799	-0.415718764	-0.347075576	-0.551095192	-1.842036674	-0.370811635	-0.470798066	-0.435584285	-0.760193345	0.541583273	1.418651455	0.58998068	1.415308963	0.950351045	-0.209793003	1.769588243	1.117672576	0.638174729	0.543679475	0.526063997	1.124858212
ENSMUSG00000025511	Tspan4	-1.450003492	-0.159628724	-1.589712109	-0.319331104	-1.584294654	-0.714378029	-0.517645179	-1.194726722	-1.764517854	0.397799865	0.426597174	-0.050307183	-0.125717575	-0.303455736	1.003220186	1.008651784	0.243498196	-0.574851503	0.000826483	0.714313843	0.860719187	1.280532172	1.321257059	2.082916045	0.322360572	0.685877296
ENSMUSG00000025586	Cpeb1	-0.204133053	-0.025024077	-0.513978618	-0.418068715	-0.953922206	-2.02131745	-0.530711129	-0.546354067	-2.206027157	-0.212175527	-0.39194709	-0.417992759	-0.758758011	0.374795237	1.968189785	1.058352294	1.340146452	-0.028085157	1.544515569	0.412994894	0.995286873	1.292626393	-0.0748907	0.885336506	-0.401339409	-0.167518879
ENSMUSG00000025743	Sdc3	-2.402745081	-1.203637891	-1.511800378	-0.673574757	-0.035408218	-0.432693768	-0.713950091	0.38586301	-0.039871738	-1.716113973	-0.143401972	-0.15373569	0.225206398	-0.387044093	0.871088413	-0.658717451	1.186321766	0.12966141	0.616667226	0.822089769	1.880355933	1.168843306	1.150242597	0.258347901	0.896617581	0.481389791
ENSMUSG00000025854	Fam20c	-0.378521684	-1.433381492	-1.850524692	-0.541296868	-0.718988742	-0.564154427	-1.891147236	-0.61021882	-0.673559983	-1.712431127	-0.17755338	0.349064656	0.428613943	-0.349710492	0.325311358	0.821953497	0.743785251	0.655232417	1.619893411	0.330268997	1.212258919	1.122036171	0.694177358	0.506651658	0.657386953	1.434854352
ENSMUSG00000026246	Alppl2	-0.238461264	-0.328710639	-0.988931992	-0.835196315	-1.562146171	-1.204779682	-1.105343741	-0.813559564	-0.501258476	-0.541374892	-0.653025886	-0.763710792	-0.461389666	-0.596470935	1.11100916	1.000091779	1.42795518	1.582420462	0.744553089	1.011546589	1.839919817	1.510818895	-0.349972642	0.581112007	0.687539112	-0.552633434
ENSMUSG00000026278	Bok	-0.214636434	0.102303965	-0.71884143	-0.597129834	-0.838027227	-2.172691443	-1.458646846	-0.573580081	0.049035906	-1.09741899	-0.207785247	-1.26668312	0.287695284	-1.126188725	0.484773766	1.1409955	1.104885768	1.964060152	1.199137929	-0.197249927	1.205196079	0.43124101	0.921824419	0.466045156	0.022074497	1.08960987
ENSMUSG00000026303	Mlph	-0.903857039	-0.958137236	-1.232177885	-0.384082699	-0.443268379	-0.554989649	-1.463912685	0.070670409	-0.861152273	-0.647763634	-1.354414752	-0.708286454	-0.828151465	-1.175317561	0.898661194	1.22063768	0.898484252	1.276933106	0.094124882	0.580467172	1.192198337	1.491509483	1.815069379	0.520666015	0.849317865	0.606771937
ENSMUSG00000026307	Scly	-0.323546851	-1.186182641	-1.337543813	-0.37694054	-0.756777769	1.085284133	-0.536310649	-0.623344802	-0.592549451	-1.760857258	-0.652603986	-1.597910775	-0.349382509	-0.539158887	1.294977443	1.23471358	0.612572272	0.2151442	0.329915246	0.579607092	-0.115839119	0.906586227	2.356927441	0.283067489	1.060803483	0.789350444
ENSMUSG00000026723	Trdmt1	-0.879510577	-0.194501986	-0.395589564	-1.070987878	-1.461310635	-2.699974342	-0.200179115	-0.126578653	-0.617077354	-0.35114227	0.646453734	-1.152084021	-0.066873352	-0.467894992	0.32101256	0.943048771	0.959938142	1.198562838	1.5591708	0.465880433	1.334477026	1.246908966	-0.087158353	0.7558589	-0.523188066	0.862738987
ENSMUSG00000026927	Entr1	-0.794591845	-0.737663917	-0.644658875	0.189332834	-0.299658024	-1.09822501	0.667927442	-0.855504637	-0.513332232	0.169832504	-1.932432898	-1.58814044	-0.691470146	-0.938686859	0.209432692	0.148675579	-0.284070705	0.646456066	1.317866492	0.475626791	-0.224627648	1.163104488	1.492485217	2.167295532	1.312515471	0.642512131
ENSMUSG00000026986	Hnmt	-0.017679802	-0.007696545	-1.102282706	-0.338111178	-1.155161969	0.53533459	-1.292103693	-0.593307423	-0.29186901	-1.45596613	-0.664609511	-0.863075204	-1.135542215	-1.967837306	1.203453201	1.382986155	0.471012408	0.707616264	1.247536223	1.004344683	1.228863294	1.013260048	1.118288746	0.798745898	0.525783776	-0.351982595
ENSMUSG00000027175	Tcp11l1	-1.046511756	-0.606618631	-1.611339495	-0.516682002	-0.772682664	0.087340084	-1.175329118	0.283667355	-0.351931667	-1.289728989	-1.50425868	-0.328112574	-0.574277633	-0.742846574	0.323554692	0.432061547	1.513324533	0.81456451	0.315795309	1.240211316	0.686754847	1.284511807	1.574385081	1.141336896	1.516680026	-0.69386822
ENSMUSG00000027555	Car13	0.007595474	-0.4814537	-0.66624465	-1.364680881	-1.401931697	-0.616488013	-0.795230767	-0.820698287	-1.360479879	-0.858667218	-0.118717632	0.695334787	-0.653507709	0.793580385	0.839914306	2.150121329	-0.47561977	1.102823564	1.429361654	0.538673227	1.115881345	0.0377482	0.649370406	1.090494895	0.666719645	-1.503899015
ENSMUSG00000027646	Src	0.139657023	-1.289557136	-0.778127989	-2.056805368	-0.538538966	-0.418277163	-1.198666436	-0.416460033	-0.672827752	-0.849375039	-0.359644368	-0.952415477	0.040521046	-0.748726902	0.334939187	0.372929337	1.047910208	0.851972727	1.379740927	1.830400769	0.329249361	1.615594165	0.655805233	0.722208517	1.522012997	-0.563518869
ENSMUSG00000028108	Ecm1	-1.622068482	-0.974946646	-1.480720548	0.058880809	-1.231235612	-0.934649741	-0.836640829	-0.654168674	-0.611708458	-0.591901012	-0.743132071	-0.650364949	-0.291674084	-0.607271556	0.383746346	0.350061941	1.441190493	1.039517262	1.184220335	0.705975588	2.260037051	0.591823509	0.818853234	0.698750827	0.560860141	1.136565126
ENSMUSG00000028245	Nsmaf	-1.586376838	-0.514712984	-0.804497845	-1.323452534	-1.513839272	-0.138316344	-0.748260592	-0.222764549	-0.891369659	-0.322916435	-0.895180747	-0.607907797	0.518181627	-0.678424144	-0.403436796	1.187128155	1.626614948	0.372698729	0.595925475	1.617766704	-0.029913497	1.658330021	1.42273779	-0.101434714	1.336715096	0.446706203
ENSMUSG00000028327	Stra6l	-0.357260123	-0.001655772	-0.050584701	0.447006922	-1.481462689	-0.29690657	-1.463202756	0.084961645	-1.471663506	-2.02982656	-1.010824464	-0.695436617	-1.127667977	-0.880418223	0.551117768	1.078282804	1.076463494	0.575791762	0.557240474	0.536301548	1.119724635	1.003466003	0.867311133	1.733706032	0.796550083	0.438985656
ENSMUSG00000028337	Coro2a	-0.613723405	-1.137065828	-0.502460919	-0.847673825	-0.074552749	-0.425430959	-0.533921207	-1.015552314	-0.536661873	-1.697568037	-0.781573955	0.050058241	0.81652857	-1.481371084	1.252025298	-1.231046088	0.14711552	0.828240053	1.730459894	1.415215343	0.033342507	0.638451511	1.423590956	1.390043023	1.019078069	0.134453259
ENSMUSG00000028413	B4galt1	-1.215962036	-0.820330181	-0.501827505	0.267280659	-1.098807372	0.122389498	-0.995876756	-0.630559345	-0.833203177	-1.490186407	-0.011116991	-0.281861405	0.158722086	-1.287236771	0.55221878	-1.331523163	0.226480922	0.252193733	1.70665599	0.967888566	1.645575784	0.151070538	1.132422891	2.106394703	0.522469982	0.686726979
ENSMUSG00000028517	Plpp3	-0.655209256	-0.645659492	-0.658783106	-0.690278669	-0.397496315	0.392609017	-1.988477164	-0.153589887	-1.114525676	-1.051935705	-0.650317501	-0.947654428	-0.698712244	-1.361155057	1.01904161	1.418809467	0.481832138	1.225552725	0.248096652	0.475735765	0.648970298	1.877359528	1.41645461	1.034370461	0.910574732	-0.135612502
ENSMUSG00000028970	Abcb1b	-0.195809358	-0.959434877	-0.996651644	-1.53602624	-0.480849083	0.323603228	0.300424776	-0.226313644	-0.549061024	0.17544182	-0.886951249	-1.53602624	-0.950363726	-0.956016849	-0.07272187	1.394761571	1.57303407	1.261835638	0.482098717	0.686065866	-0.902414524	1.225752516	-0.851889843	0.570333478	1.55915789	1.548020599
ENSMUSG00000029207	Apbb2	-0.718756391	-0.360569152	-1.129780066	-0.616031993	-0.045763761	0.093799918	-2.384806126	-0.852092324	-1.012554169	-0.70945714	-0.947205712	-0.721180146	-0.157511771	-0.749506189	0.809557549	0.368150421	1.530968214	-0.267767762	1.729457105	-0.077734636	1.055638217	1.187339778	1.190375676	0.874885886	0.902553883	1.007990693
ENSMUSG00000029304	Spp1	-1.009588144	-0.64525048	-1.658652419	-0.38619988	-1.133986391	0.285145536	-0.739710067	-1.050095844	-0.480753317	-1.332762201	-0.948082049	-0.776332329	-0.285955626	-0.673921398	0.148905065	1.967046504	0.027197352	1.116010874	1.192668671	-0.011791971	1.165322089	0.942498148	1.3858228	0.786075217	0.964342974	1.152046889
ENSMUSG00000029470	P2rx4	-0.912012524	-0.511939214	-0.866032562	0.378345504	-0.845046413	0.546008394	-0.709714962	-0.749034571	-1.287900869	-1.604676317	-1.147295035	-0.364722337	-1.215012818	-0.519093246	0.781575618	2.150855445	0.434733037	0.311205972	0.601827628	0.361776258	0.081538771	1.601140777	1.267637421	0.817496512	1.612454394	-0.214114863
